A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20
70,40,72,98,24,79,30,57,42,9,19,39,7,78,94,59,67,42,14,24,17,33,91,51,46,72,29,35,88,34,10,67,85,45,86,83,14,39,9,100,48,20,92,28,3,26,66,92,47,71,85,17,41,88,34,52,78,7,31,73,10,63,89,89,94,65,87,76,71,26,19,90,63,91,51,54,3,14,64,46,73,54,37,43,49,85,68,53,6,25,19,94,75,54,63,18,24,86,3,59,62,10,40,86,30,86,85,56,69,15,24,23,58,16,38,96,26,14,4,38,79,97,74,7,87,32,53,0,67,60,84,88,57,71,75,3,40,90,42,38,40,73,26,3,96,40,67,62,99,24,38,96,63,38,11,21,36,52,94,23,58,55,56,9,100,3,20,8,8,98,38,79,89,20,93,4,49,11,73,57,97,91,23,53,79,32,86,52,39,39,52,31,81,53,22,26,64,87,95,32
19,57,26,81,78,45,27,91,19,76,55,67,99,50,94,19,83,8,87,77,39,61,61,66,44,75,29,57,55,16,75,74,19,82,15,37,87,10,61,24,100,24,7,42,7,44,24,36,54,1,94,94,67,82,33,94,31,85,2,23,88,39,5,72,61,64,20,15,47,49,60,31,94,35,34,71,46,38,46,97,48,4,80,53,6,53,65,9,87,63,21,33,77,3,30,38,48,78,69,6,48,85,47,48,12,67,84,60,10,49,89,7,3,66,61,68,6,5,56,88,94,10,36,90,49,52,26,52,0,50,70,91,23,64,46,66,15,21,86,17,62,82,44,27,88,78,93,78,100,26,12,58,33,88,92,7,15,22,44,81,93,97,13,45,33,49,81,90,30,67,34,52,53,86,43,62,61,62,67,62,38,72,39,37,44,61,90,62,83,28,1,27,32,46,23,89,40,16,27,8
62,35,64,73,37,35,83,34,25,9,95,57,62,81,97,39,26,77,4,94,24,69,71,27,80,27,94,30,57,93,22,44,40,28,32,56,86,63,8,62,98,54,73,7,88,17,29,46,27,91,57,30,25,23,82,41,24,68,17,2,35,67,57,64,9,52,82,72,68,37,69,24,43,4,20,69,49,14,61,2,61,76,58,74,26,14,77,18,33,7,29,2,66,17,47,93,46,41,9,94,57,88,88,13,40,53,81,58,49,14,23,73,47,47,13,35,43,40,37,85,100,32,50,50,96,71,69,81,23,0,79,36,99,69,19,22,78,96,16,34,59,99,59,61,11,39,12,45,73,33,97,6,92,8,96,24,54,1,8,72,41,8,56,35,37,45,26,51,74,45,60,22,36,60,52,42,91,57,64,45,99,92,4,33,79,17,96,81,46,87,82,59,1,45,44,27,8,4,20,74
34,21,47,66,93,25,84,35,88,82,84,52,22,78,76,6,57,64,63,98,24,53,14,35,23,63,42,53,42,22,20,69,29,97,21,94,18,69,63,34,52,71,90,98,57,27,31,20,87,42,56,64,83,2,34,87,83,63,5,28,25,98,42,30,47,77,46,82,86,54,32,22,80,44,85,84,64,9,4,84,4,36,43,34,52,91,46,65,46,8,61,80,29,72,12,63,77,54,75,99,12,22,66,84,30,27,39,94,44,29,57,6,17,50,4,3,90,27,71,21,27,14,4,50,39,16,71,10,67,82,0,100,12,75,11,87,87,6,70,9,46,65,75,16,16,55,13,83,83,65,84,88,66,24,53,23,32,44,65,33,61,68,24,37,51,48,78,20,4,75,33,31,100,28,18,95,37,79,20,45,47,28,50,83,70,82,78,39,83,60,7,79,97,94,87,17,56,60,57,50
7,8,18,14,43,76,87,35,66,56,24,51,6,72,17,48,40,20,49,84,63,98,76,35,66,18,63,35,13,34,88,11,47,92,46,25,16,31,68,45,94,64,88,10,33,25,34,96,79,72,84,53,24,2,87,94,23,88,68,7,18,87,8,82,100,19,76,68,72,6,57,64,83,81,66,13,25,47,69,33,94,78,73,61,73,80,26,16,47,18,94,75,41,11,41,35,37,23,21,17,56,6,94,27,58,81,42,67,32,65,27,67,62,15,45,35,16,57,65,18,100,86,20,8,35,88,27,2,82,22,60,0,71,48,89,80,77,78,84,43,43,27,67,40,51,99,77,27,89,68,66,20,74,22,24,50,63,91,16,37,93,97,90,80,25,61,15,13,93,58,95,4,11,90,72,19,27,37,55,12,35,93,91,35,13,53,75,84,25,43,29,81,19,89,50,18,40,63,76,62
68,26,82,52,9,48,56,65,77,11,76,36,9,7,47,97,35,6,25,20,84,52,44,94,13,21,49,53,70,96,44,44,26,69,49,58,88,8,33,21,34,49,44,19,92,30,32,26,82,51,40,72,83,71,14,80,51,77,4,29,48,43,42,41,91,70,63,92,36,45,70,69,60,18,60,63,35,92,61,13,88,11,88,90,92,45,70,99,35,88,41,49,49,71,72,12,98,47,47,37,28,64,3,13,8,68,69,48,81,89,55,30,33,74,93,42,10,71,11,95,94,100,10,61,21,80,36,29,33,51,93,80,0,47,66,55,12,85,45,9,73,48,75,73,28,6,24,1,84,45,20,9,33,45,97,31,27,94,14,28,94,87,54,38,80,34,21,67,13,90,11,53,87,10,2,48,77,21,85,93,9,24,64,19,72,46,14,90,3,93,93,99,88,96,39,47,70,81,99,36
59,61,33,31,18,22,100,2,15,81,48,26,83,19,42,37,83,11,36,76,39,22,48,75,38,55,46,42,45,83,77,64,31,61,62,11,12,49,72,98,31,8,15,31,37,8,67,40,22,100,85,58,81,60,3,70,5,92,68,37,26,88,36,52,33,51,60,59,9,21,84,41,20,90,94,89,39,49,59,83,26,90,2,55,13,62,27,99,96,25,28,46,100,27,54,49,56,79,92,25,23,2,67,34,99,79,53,49,10,75,51,71,82,67,14,90,68,82,53,90,21,51,37,25,12,93,5,64,20,17,11,92,36,0,67,33,67,3,70,90,93,70,13,2,17,48,51,59,52,79,99,16,24,46,88,44,66,58,39,69,8,83,55,63,22,100,61,45,32,96,60,80,14,83,71,1,38,79,57,79,32,20,23,85,20,49,94,78,92,23,78,94,81,29,38,94,51,16,43,93
77,89,69,60,6,82,32,66,6,75,17,51,9,12,94,97,85,87,68,94,42,60,97,75,17,60,25,53,37,78,10,97,44,51,94,45,63,95,9,45,10,47,22,51,98,33,26,34,98,18,48,42,25,36,86,61,26,28,95,69,34,10,88,19,30,31,52,66,70,54,92,70,11,31,38,38,68,10,35,76,40,25,86,26,6,10,34,18,9,23,26,80,11,50,4,22,39,89,54,90,99,36,3,63,17,95,39,62,79,38,61,38,30,18,90,85,85,81,89,65,16,13,44,20,35,61,18,56,51,6,71,86,72,71,0,59,68,53,3,100,53,46,22,11,89,24,9,49,36,62,60,47,72,47,59,66,78,76,33,31,60,66,11,42,96,33,48,23,55,89,76,69,95,46,43,20,98,70,59,100,10,81,46,6,57,66,8,60,84,84,7,85,48,54,1,70,12,45,90,18
29,58,49,8,86,29,43,95,90,30,80,29,22,92,17,73,59,11,31,57,94,37,50,2,70,2,74,56,25,43,72,36,72,94,81,88,85,42,43,39,40,4,64,36,51,38,45,41,25,16,82,97,36,74,1,61,67,56,92,47,72,59,95,5,76,28,8,42,56,25,17,55,63,8,42,88,83,94,71,55,36,29,2,26,21,88,30,40,83,75,58,69,84,8,52,37,43,98,11,25,2,4,2,19,34,34,74,77,68,53,45,35,67,94,57,92,12,44,6,78,20,24,22,99,58,57,3,73,37,84,50,43,17,1,20,0,53,76,88,9,15,39,95,95,16,15,78,88,93,27,39,43,99,58,75,71,70,16,5,18,46,77,50,50,7,73,97,36,74,21,5,1,7,61,64,98,99,29,50,4,1,22,21,50,18,71,56,71,25,100,96,29,8,90,38,76,75,18,94,16
70,67,62,92,52,91,82,32,48,34,91,27,98,67,94,97,4,54,60,74,7,95,93,83,13,46,54,70,23,61,44,86,16,64,52,14,36,56,96,13,90,77,90,44,23,90,54,18,56,85,28,22,53,44,72,82,35,24,40,49,13,87,7,76,75,87,97,68,30,89,5,75,75,74,89,27,7,71,31,19,12,54,29,31,97,76,58,80,75,42,2,59,9,78,27,15,22,37,68,60,78,100,12,58,22,100,94,32,77,24,49,13,16,5,49,70,24,20,58,64,77,51,17,94,23,29,70,75,19,40,88,85,20,53,29,78,0,92,28,37,19,72,62,12,11,66,30,11,24,56,91,30,7,30,10,83,25,78,58,59,84,46,15,94,75,78,40,65,38,34,67,50,23,3,19,28,13,22,20,60,14,86,30,75,72,54,85,49,7,79,15,60,50,89,71,71,4,45,51,59
47,20,30,20,47,47,12,54,61,76,94,54,98,56,68,32,72,90,23,48,89,17,47,34,70,42,60,82,31,78,41,89,15,7,39,85,96,57,17,39,56,8,28,3,32,92,43,50,12,70,40,73,17,85,46,82,7,5,71,48,5,8,45,100,100,70,71,26,61,70,91,22,63,76,62,49,56,95,54,54,1,21,7,44,38,62,76,68,66,13,36,65,15,37,61,97,22,4,52,38,57,99,93,85,94,62,86,71,49,6,34,74,18,82,74,81,62,23,91,78,18,24,13,62,89,93,28,32,71,42,32,63,21,50,62,69,38,0,57,82,6,80,29,36,71,54,39,27,65,33,10,27,30,29,33,11,81,58,53,63,91,6,59,93,44,75,2,4,9,51,80,82,4,92,77,14,65,89,70,50,35,91,82,11,70,56,16,51,12,57,43,42,44,13,90,41,33,29,72,95
100,10,50,43,25,97,41,58,15,6,53,49,21,53,92,86,55,92,48,38,76,16,33,1,89,40,60,28,83,40,91,96,54,67,86,55,58,20,18,72,87,80,78,36,20,6,81,97,57,55,42,17,59,9,23,28,79,15,5,56,78,15,14,60,70,34,2,39,52,36,22,98,16,52,83,52,86,9,29,82,92,29,3,53,9,8,71,37,100,18,50,3,75,48,89,49,99,11,76,74,81,18,5,96,24,63,96,57,9,44,33,49,36,72,78,15,47,42,98,78,18,65,26,21,76,47,23,64,73,8,59,90,70,70,90,87,64,71,0,24,2,58,8,26,87,91,89,97,26,24,9,19,9,87,97,4,81,7,78,87,79,21,97,19,46,90,52,95,12,58,73,60,28,72,52,44,78,9,60,61,15,36,48,87,54,35,75,42,35,39,97,58,29,31,93,81,84,96,46,7
68,66,8,75,26,38,51,40,40,37,72,88,45,30,93,45,88,88,10,4,46,21,22,97,83,63,88,20,54,45,73,49,98,16,49,49,87,44,79,59,1,27,12,100,18,4,55,86,79,31,79,54,56,99,97,87,46,96,21,76,77,76,10,37,99,2,3,5,12,48,3,81,66,62,90,84,85,89,93,89,54,93,18,21,25,23,38,29,61,62,59,84,55,39,11,92,17,54,48,90,17,37,33,98,93,41,20,37,69,80,57,3,70,6,44,90,46,72,79,75,48,19,63,92,7,93,64,53,27,68,16,89,59,44,3,47,57,91,11,0,45,18,92,2,75,23,54,3,88,13,63,76,19,97,79,100,60,75,79,69,26,39,92,34,52,16,11,67,78,27,9,10,70,4,93,28,2,48,27,63,90,31,71,30,53,65,38,76,83,30,35,40,34,40,13,27,39,62,29,64
43,32,82,89,29,68,50,24,28,44,33,33,9,63,54,56,52,43,23,95,26,30,75,2,72,61,83,12,63,74,81,12,96,53,13,48,45,65,47,25,35,42,65,36,86,46,7,96,86,47,49,57,80,25,74,74,12,84,58,35,18,59,54,42,46,98,46,4,93,74,40,5,48,10,38,3,64,17,3,94,32,40,78,9,71,18,44,96,40,41,42,61,59,88,8,88,3,54,85,76,38,83,7,37,84,18,29,11,28,75,76,98,80,74,41,6,6,70,48,30,94,47,75,12,74,36,58,60,58,81,99,8,59,95,91,18,7,90,50,31,0,30,49,87,70,45,82,71,50,75,28,18,14,39,46,97,76,2,38,53,84,15,23,68,58,66,47,73,39,95,34,28,46,7,10,14,87,99,38,9,6,49,12,50,25,12,35,98,82,10,59,55,44,71,21,77,31,86,66,66
47,66,98,48,29,4,78,48,45,81,21,94,24,47,59,26,48,85,16,50,43,1,60,37,77,43,69,30,91,77,70,47,29,99,58,75,43,48,50,75,2,30,5,10,11,42,11,26,24,29,41,75,99,29,15,83,74,73,60,19,73,44,65,74,16,2,75,94,9,30,50,94,26,63,20,100,3,22,9,5,36,85,38,74,79,71,42,82,91,10,75,58,32,81,8,53,91,100,30,98,100,90,74,33,90,61,52,91,98,30,20,53,45,79,43,26,83,57,27,60,29,11,51,36,46,78,20,45,32,34,52,57,12,26,44,80,47,53,96,57,65,0,97,78,81,18,9,21,67,49,27,23,60,80,34,8,35,87,11,75,90,34,90,25,78,38,43,9,53,85,31,89,11,42,43,53,78,88,36,68,47,54,93,87,36,76,49,8,89,81,5,71,9,2,49,50,2,44,86,56
35,13,31,29,66,93,85,17,29,63,19,99,21,73,7,39,19,55,9,40,98,93,19,10,92,11,16,71,46,80,65,8,55,47,48,63,97,96,69,90,22,95,13,88,12,10,30,8,13,31,29,81,34,81,89,15,6,97,69,24,23,89,2,68,67,96,48,30,55,1,81,7,14,75,15,98,1,13,7,55,82,29,83,66,91,85,65,71,8,46,87,5,82,22,8,12,70,6,95,64,51,14,6,48,34,84,84,65,45,83,75,86,64,63,23,42,30,62,92,98,24,92,78,70,92,52,8,55,40,86,76,52,31,87,59,32,69,76,18,16,91,23,0,44,89,15,98,37,67,2,36,77,72,22,10,66,11,84,21,68,2,53,60,76,32,50,61,21,81,12,81,1,14,26,80,16,54,68,91,29,27,80,5,99,44,36,94,32,27,44,29,22,78,22,42,74,73,97,47,95
74,20,29,5,80,49,75,95,18,76,30,18,92,8,47,96,97,56,82,15,7,64,64,100,25,48,28,62,70,98,94,65,66,29,15,19,86,40,53,25,21,48,52,55,90,3,50,34,33,19,50,1,40,15,19,23,53,64,73,58,81,26,49,58,52,33,89,15,24,94,27,38,95,30,73,93,46,2,22,89,49,46,16,38,67,80,79,2,44,3,54,49,71,57,29,22,98,56,13,34,33,30,25,50,33,2,6,27,42,25,37,44,68,27,17,77,29,21,8,71,9,13,17,74,7,99,86,42,58,61,91,54,26,62,78,47,51,48,39,45,27,92,57,0,92,13,25,83,44,40,72,6,42,77,67,93,64,11,36,19,89,2,37,36,57,16,54,75,75,96,62,81,7,42,27,18,17,34,32,16,33,83,97,6,40,14,46,18,71,10,52,85,43,22,50,33,42,82,83,26
100,38,46,62,64,26,40,72,73,64,8,36,22,46,87,11,65,71,37,6,44,37,14,14,86,4,96,23,13,81,67,87,32,28,42,50,22,66,88,99,51,3,53,24,6,75,62,16,29,88,93,80,59,36,86,52,37,60,9,10,99,84,41,88,77,67,98,72,28,4,11,1,66,42,64,38,66,47,63,35,87,74,48,90,59,87,26,55,69,62,83,49,77,67,87,5,94,100,30,53,42,87,83,26,69,77,11,12,36,67,43,23,27,35,90,77,35,49,48,99,50,27,63,23,52,48,94,70,93,1,100,77,90,62,71,38,65,86,67,48,79,47,10,55,0,86,25,47,88,48,50,36,56,96,70,48,64,23,89,25,70,47,85,11,27,60,94,100,59,83,69,19,83,63,59,53,71,12,37,66,14,2,52,69,29,39,99,82,21,47,93,47,22,69,88,76,14,7,5,89
21,21,40,4,33,17,9,60,1,38,60,53,52,27,32,1,98,43,75,15,20,13,44,9,85,30,34,37,21,83,41,34,33,65,84,82,32,67,68,18,85,24,88,15,21,61,21,3,24,83,57,45,67,23,96,45,7,40,83,18,83,4,43,91,37,33,6,12,49,74,69,65,23,98,54,14,87,39,75,78,41,99,23,96,79,64,54,77,79,24,48,39,97,93,69,33,43,99,52,24,48,98,90,83,32,58,42,76,91,54,12,30,76,9,97,44,40,3,78,60,29,37,29,92,29,64,32,60,93,62,12,58,37,30,96,5,91,54,40,6,98,63,5,44,27,0,90,5,79,47,49,11,45,34,36,74,40,85,98,40,57,78,51,91,67,46,98,53,25,64,22,46,86,88,49,8,5,75,2,64,61,24,31,11,9,32,14,94,26,85,38,99,15,60,48,83,31,35,57,14
73,46,34,32,90,77,81,5,78,57,1,50,69,19,36,29,55,82,12,27,71,44,1,15,17,50,11,48,53,26,94,69,10,62,26,79,88,73,78,43,30,89,16,18,26,12,96,80,22,54,50,2,72,21,63,35,82,42,67,67,67,60,94,42,2,82,45,29,19,95,3,25,86,87,81,75,35,72,95,95,43,55,75,88,47,25,78,43,35,63,24,83,62,86,91,55,72,99,19,35,91,94,22,45,68,13,96,12,37,90,59,60,1,72,17,13,80,65,96,3,98,24,38,56,22,39,79,74,49,49,86,10,84,99,70,20,6,91,2,7,4,10,6,49,72,1,0,79,77,15,84,49,73,25,4,6,23,37,29,16,66,33,10,58,71,66,96,5,31,92,46,8,6,33,18,21,20,17,39,99,97,22,95,88,87,32,78,94,12,69,35,78,78,80,29,86,57,16,81,34
80,54,7,5,82,56,86,40,70,9,69,79,81,37,4,58,55,26,74,80,99,99,26,40,22,91,22,2,38,17,84,90,36,70,6,17,87,15,61,10,79,84,63,6,80,71,90,77,79,65,87,20,92,82,40,1,36,7,40,5,72,9,83,81,40,19,74,19,72,86,14,11,98,63,43,55,100,11,92,20,44,74,92,36,23,27,29,95,43,15,67,83,74,93,78,74,55,35,81,16,34,56,15,34,84,95,69,34,74,81,24,12,75,54,27,88,33,96,84,8,58,63,24,72,28,33,20,23,63,74,97,82,35,49,58,9,87,13,33,47,85,84,11,84,68,2,94,0,57,18,82,99,49,32,38,80,79,76,75,4,28,43,56,4,12,57,96,97,56,59,93,37,86,89,14,43,25,21,89,4,15,49,67,51,97,97,63,6,7,28,55,66,90,29,11,76,11,30,73,94
16,73,21,50,28,61,31,18,23,66,58,2,92,79,21,19,77,69,21,35,91,67,15,30,52,13,4,45,43,85,34,62,3,86,77,73,42,32,89,30,79,98,78,29,68,40,48,31,40,19,57,75,81,44,33,9,43,67,39,9,31,98,85,89,42,86,18,31,89,61,53,16,53,51,94,55,35,80,56,74,57,80,16,1,33,36,38,58,76,79,59,66,74,96,77,90,89,21,43,89,60,45,45,14,86,22,75,50,53,76,85,32,18,28,26,66,98,38,83,95,6,45,90,35,92,87,93,43,34,48,56,40,39,59,87,25,31,51,26,33,41,3,38,48,31,98,40,54,0,2,31,74,19,90,75,63,35,96,93,64,11,57,89,31,88,49,6,80,52,92,58,12,64,26,30,31,42,95,37,9,26,36,72,86,58,14,18,96,68,28,32,51,9,46,12,89,36,58,5,92
33,66,85,40,45,55,43,85,66,74,75,92,25,88,34,69,91,69,80,49,53,64,99,81,95,25,71,56,41,47,91,3,34,63,76,48,6,95,72,86,22,31,92,34,29,77,5,53,15,39,42,34,14,90,66,88,38,47,56,4,4,62,20,31,20,27,62,40,85,32,22,30,33,86,90,32,74,92,60,82,72,71,11,77,88,22,55,14,68,6,11,5,77,84,39,74,3,90,48,11,68,81,65,70,21,6,91,43,70,92,20,91,42,28,12,60,49,26,79,58,22,79,100,57,21,50,79,11,50,36,29,32,32,17,21,58,94,80,90,69,14,95,70,89,80,77,55,60,94,0,4,39,6,83,96,59,64,38,31,1,7,69,55,56,44,61,60,81,1,75,34,14,70,98,73,20,87,78,100,16,63,15,80,45,14,69,76,76,72,64,45,68,65,97,83,79,30,64,86,28
2,55,84,42,4,39,7,26,23,93,79,27,66,69,13,59,32,54,23,45,25,65,58,89,78,3,9,70,60,84,32,76,66,12,23,79,82,66,29,42,69,28,40,75,68,88,90,25,86,100,7,15,10,96,99,19,24,56,2,85,99,64,7,92,26,18,70,64,63,19,1,88,86,27,20,27,71,79,94,56,78,23,64,34,35,66,2,30,22,45,87,65,38,40,54,92,14,90,39,96,55,75,42,99,38,33,51,7,35,6,51,31,89,86,38,25,13,93,50,87,18,10,30,53,95,61,27,43,40,67,85,35,96,10,34,41,24,80,78,23,46,70,48,10,68,55,84,87,57,52,0,44,23,52,11,10,64,53,77,86,86,14,43,4,1,7,18,26,38,53,66,21,95,17,76,49,79,52,65,49,22,44,54,27,38,51,99,28,58,70,82,33,89,27,88,21,35,3,99,100
1,14,23,30,65,98,60,65,37,25,25,68,44,27,100,15,76,8,100,17,90,36,46,26,69,77,83,36,36,63,34,9,73,31,66,42,51,35,61,69,40,1,14,67,53,3,99,57,55,62,98,98,5,73,39,9,95,35,94,37,29,36,79,92,93,86,87,22,96,97,69,93,43,89,54,96,96,32,39,2,57,87,60,43,63,92,79,18,36,1,33,28,69,44,35,95,94,61,61,37,44,63,57,63,82,79,34,38,72,70,83,92,95,33,51,22,1,77,97,52,9,100,43,52,6,89,21,17,57,5,64,40,78,53,75,24,87,83,92,52,82,75,18,84,3,65,23,64,79,63,5,0,11,15,91,19,33,48,53,19,50,21,49,43,36,79,76,81,62,63,10,69,74,51,77,16,7,99,56,19,99,45,85,53,55,85,18,89,97,44,27,49,93,85,38,53,7,8,49,41
92,45,53,75,100,20,34,17,22,13,79,84,19,28,93,91,46,58,88,76,18,70,28,6,16,5,47,52,6,87,72,43,17,8,97,38,50,96,61,81,96,97,5,72,87,80,56,100,98,56,24,87,74,63,40,78,62,61,13,31,9,67,91,41,97,16,50,65,65,4,81,18,22,38,66,83,51,44,51,49,37,81,33,14,31,27,90,6,81,83,100,66,52,77,32,47,91,58,93,97,62,4,23,60,9,20,66,99,72,87,55,26,90,56,18,33,3,60,83,83,57,9,85,98,69,4,95,60,43,15,86,60,84,4,83,23,99,91,23,67,37,4,80,12,69,39,62,13,67,23,87,43,0,93,15,5,27,85,35,68,49,51,24,34,44,98,4,33,89,58,18,10,29,98,49,70,33,54,91,81,70,10,43,42,96,39,99,78,28,86,12,23,59,46,45,100,38,88,40,24
92,2,94,61,94,19,52,33,54,20,66,3,57,91,100,33,85,75,9,44,92,7,89,46,36,71,2,41,67,35,21,91,83,43,99,72,41,34,19,25,60,45,67,94,93,1,84,84,76,6,96,79,69,50,67,69,69,33,90,24,7,1,11,48,85,46,26,57,1,29,41,89,6,43,70,100,78,34,57,89,1,38,53,8,53,64,11,35,84,67,55,39,73,34,74,1,93,96,6,46,9,17,6,62,30,50,93,18,4,17,39,75,74,93,17,61,60,87,39,77,37,65,38,48,22,1,26,68,26,1,45,96,6,56,2,72,89,78,44,98,9,12,77,9,93,77,12,48,21,87,99,98,91,0,69,36,48,25,22,77,85,27,93,83,91,55,30,94,100,54,93,18,72,94,17,22,2,15,28,97,46,97,34,19,19,84,35,72,69,26,49,16,76,26,76,53,11,82,24,36
24,72,76,81,39,44,51,57,80,80,58,69,63,87,88,65,24,55,46,69,29,7,51,100,31,42,51,78,92,21,15,96,68,62,71,56,82,98,9,73,59,32,11,84,50,18,26,81,61,85,82,48,52,80,76,77,37,88,66,5,55,95,62,58,10,88,73,5,55,36,1,33,84,1,16,73,22,39,25,98,1,27,20,65,17,19,16,35,92,25,14,80,78,77,75,10,70,93,67,91,45,32,60,23,82,68,54,47,78,49,46,70,1,92,99,34,73,45,23,42,21,91,63,5,60,32,68,19,11,23,29,41,91,16,38,31,37,76,8,67,31,11,2,52,6,7,89,37,90,92,63,23,26,58,0,64,98,44,78,93,80,40,79,58,11,2,64,64,23,26,18,37,3,7,10,56,98,61,2,9,50,13,96,27,67,69,88,78,6,26,80,22,17,46,39,31,13,79,100,67
75,78,82,87,73,95,56,80,48,4,79,95,57,78,94,52,79,18,94,66,29,50,51,95,43,57,91,51,7,87,97,96,22,43,89,27,49,81,99,26,5,34,23,39,50,79,45,90,62,60,35,69,19,60,62,79,90,75,26,41,19,39,4,56,73,7,63,76,80,76,64,19,46,67,31,57,6,33,60,34,2,67,21,63,55,84,48,86,13,96,32,79,72,81,44,56,55,86,9,1,21,94,23,28,83,23,81,65,94,6,12,50,22,88,36,69,33,39,49,74,78,10,25,33,33,80,79,81,80,47,79,85,81,39,28,27,82,80,61,82,52,35,58,34,56,73,72,24,15,77,88,90,75,83,71,0,33,14,82,9,1,33,50,82,100,60,45,85,54,3,50,26,48,51,78,85,79,74,37,12,68,78,71,59,97,94,73,13,84,41,22,43,3,79,76,41,47,89,58,79
47,4,100,58,94,16,34,97,67,34,32,93,4,11,39,52,51,9,24,94,52,4,98,42,70,77,34,96,87,17,39,44,40,87,84,63,66,55,77,91,40,91,22,37,7,73,26,79,78,79,58,36,65,26,92,40,19,34,9,21,53,67,24,79,53,38,27,92,55,43,84,93,44,84,43,12,49,51,1,86,11,57,38,26,62,63,30,18,95,29,27,76,14,86,3,99,92,80,95,82,21,1,7,50,48,69,15,74,56,72,62,21,93,63,77,3,18,26,3,82,74,70,22,91,15,82,76,44,60,23,83,19,68,95,39,15,44,100,16,8,71,64,35,58,3,57,87,9,25,55,42,36,53,5,67,77,0,77,81,80,87,8,31,62,92,57,10,18,20,6,93,50,81,69,50,31,12,23,81,26,93,27,62,31,66,32,9,8,29,66,17,29,57,97,86,31,11,90,89,30
36,5,53,54,18,38,57,31,44,66,49,21,54,53,69,38,66,98,67,79,58,50,52,67,22,77,70,89,3,60,63,3,5,38,9,16,26,92,57,52,20,11,4,80,87,59,64,15,11,23,50,95,87,77,86,60,40,18,15,76,90,52,63,26,41,17,62,72,63,58,91,53,56,52,23,97,21,9,41,66,53,62,71,80,80,69,30,69,42,83,14,89,98,57,7,10,10,9,36,22,33,14,11,49,13,49,2,87,98,12,60,14,44,25,56,73,42,25,94,65,6,56,42,84,45,93,10,64,69,78,74,72,32,11,61,39,47,2,42,52,42,87,48,64,79,61,1,54,68,69,17,98,96,78,50,9,89,0,54,5,33,37,36,65,60,28,70,14,42,67,24,98,28,5,47,86,87,87,44,49,25,78,80,22,53,9,85,48,24,78,74,79,69,33,17,52,63,24,29,55
18,91,13,45,6,35,56,65,27,93,45,64,10,61,79,16,34,31,92,25,6,70,82,98,85,32,38,74,3,99,67,64,90,86,66,29,91,30,2,64,50,69,79,31,93,94,69,87,74,84,5,35,46,97,51,37,19,2,11,95,32,21,29,42,89,70,29,8,31,86,63,67,35,60,100,76,85,52,18,62,22,76,58,18,22,15,59,95,57,73,88,51,10,28,48,75,41,9,28,10,7,87,12,79,40,20,46,44,4,24,59,66,10,18,93,37,27,41,76,59,80,22,45,11,62,93,72,10,3,26,92,2,97,90,33,13,55,87,7,23,55,58,80,64,27,22,17,33,15,93,56,2,55,4,47,76,33,32,0,17,29,74,64,55,81,84,75,20,38,85,29,56,38,95,24,17,44,13,51,36,91,3,2,61,77,15,1,67,93,86,20,55,50,12,44,96,97,80,98,37
60,8,30,1,24,25,43,4,12,96,57,90,34,25,54,90,9,8,78,85,84,33,43,40,6,62,46,16,31,21,100,28,44,19,6,24,3,36,39,76,32,44,86,84,95,11,31,5,36,92,8,64,57,30,74,10,54,15,28,48,88,89,58,56,54,92,11,26,93,46,37,6,25,66,61,77,83,29,51,96,23,87,80,19,25,14,23,16,68,64,35,38,63,13,44,14,49,86,28,91,87,29,37,47,96,10,88,12,95,56,2,91,78,18,19,67,96,86,22,54,94,14,46,97,29,99,44,27,81,65,92,28,26,91,81,4,20,63,68,53,71,100,38,20,31,28,16,55,81,47,19,72,45,54,67,24,18,14,99,0,38,23,64,72,15,78,25,17,46,44,53,21,39,58,89,94,64,85,28,79,50,86,25,55,36,21,67,99,33,81,20,10,98,85,50,29,18,35,63,75
